"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071014","post-mRNA release spliceosomal complex","2/160","11/19880",0.181818181818182,22.5909090909091,6.45183228464557,0.00337562658038507,0.676495999807127,0.676495999807127,"XAB2/GCFC2",2
"GO:0043601","nuclear replisome","2/160","22/19880",0.0909090909090909,11.2954545454545,4.35204037368858,0.0133797399178849,0.676495999807127,0.676495999807127,"RPA2/POLA2",2
"GO:0030894","replisome","2/160","24/19880",0.0833333333333333,10.3541666666667,4.1301768232059,0.0158194084132689,0.676495999807127,0.676495999807127,"RPA2/POLA2",2
"GO:0072686","mitotic spindle","5/160","182/19880",0.0274725274725275,3.41346153846154,2.94624468792088,0.0160095534165429,0.676495999807127,0.676495999807127,"EPB41/KIF20B/GPX2/KAT2A/NUP62",5
"GO:0090575","RNA polymerase II transcription regulator complex","6/160","254/19880",0.0236220472440945,2.93503937007874,2.7957257689887,0.0170421363758363,0.676495999807127,0.676495999807127,"PBX1/SMAD3/KAT2A/STAT5B/STAT3/MED25",6
"GO:0005657","replication fork","3/160","74/19880",0.0405405405405405,5.03716216216216,3.13398901307724,0.0218728479084883,0.676495999807127,0.676495999807127,"RPA2/POLA2/CHEK1",3
"GO:0060170","ciliary membrane","3/160","78/19880",0.0384615384615385,4.77884615384615,3.01200568485317,0.0250830245856918,0.676495999807127,0.676495999807127,"GPR37L1/TTC8/ADCY3",3
"GO:1990204","oxidoreductase complex","4/160","153/19880",0.0261437908496732,3.2483660130719,2.51469899228089,0.035291391170606,0.676495999807127,0.676495999807127,"NDUFAB1/KAT2A/NDUFS7/COX7A2L",4
"GO:0045171","intercellular bridge","3/160","92/19880",0.0326086956521739,4.05163043478261,2.6425834045984,0.0381991758679853,0.676495999807127,0.676495999807127,"EPB41/KIF20B/GPX2",3
"GO:0031965","nuclear membrane","6/160","312/19880",0.0192307692307692,2.38942307692308,2.2281395515703,0.0407689547287287,0.676495999807127,0.676495999807127,"ZMPSTE24/SMAD3/NPIPA1/NUP62/ANXA4/INPP4A",6
"GO:0043596","nuclear replication fork","2/160","41/19880",0.0487804878048781,6.0609756097561,2.92193187998763,0.0430154042195613,0.676495999807127,0.676495999807127,"RPA2/POLA2",2
"GO:0030964","NADH dehydrogenase complex","2/160","46/19880",0.0434782608695652,5.40217391304348,2.69243210270091,0.0529077020055166,0.676495999807127,0.676495999807127,"NDUFAB1/NDUFS7",2
"GO:0045271","respiratory chain complex I","2/160","46/19880",0.0434782608695652,5.40217391304348,2.69243210270091,0.0529077020055166,0.676495999807127,0.676495999807127,"NDUFAB1/NDUFS7",2
"GO:0000152","nuclear ubiquitin ligase complex","2/160","47/19880",0.0425531914893617,5.28723404255319,2.65054827450236,0.054974654811653,0.676495999807127,0.676495999807127,"BRCA1/PCGF1",2
"GO:0098803","respiratory chain complex","3/160","109/19880",0.0275229357798165,3.4197247706422,2.28175338858215,0.0579426260969548,0.676495999807127,0.676495999807127,"NDUFAB1/NDUFS7/COX7A2L",3
"GO:0031519","PcG protein complex","2/160","49/19880",0.0408163265306122,5.07142857142857,2.5702558460322,0.0591923086241392,0.676495999807127,0.676495999807127,"ASXL2/PCGF1",2
"GO:0005819","spindle","7/160","435/19880",0.0160919540229885,1.99942528735632,1.89843088790568,0.0624618782120635,0.676495999807127,0.676495999807127,"EPB41/KIF20B/DDX11/GPX2/ZWILCH/KAT2A/NUP62",7
"GO:0005637","nuclear inner membrane","2/160","55/19880",0.0363636363636364,4.51818181818182,2.35340585446691,0.0724744258237543,0.676495999807127,0.676495999807127,"ZMPSTE24/SMAD3",2
"GO:0000307","cyclin-dependent protein kinase holoenzyme complex","2/160","59/19880",0.0338983050847458,4.21186440677966,2.22548274098664,0.0818099611723765,0.676495999807127,0.676495999807127,"CDK11A/CCNP",2
"GO:0000931","gamma-tubulin ring complex","1/160","11/19880",0.0909090909090909,11.2954545454545,3.0765052894152,0.08507375872843,0.676495999807127,0.676495999807127,"BRCA1",1
"GO:0045252","oxoglutarate dehydrogenase complex","1/160","11/19880",0.0909090909090909,11.2954545454545,3.0765052894152,0.08507375872843,0.676495999807127,0.676495999807127,"KAT2A",1
"GO:0070938","contractile ring","1/160","11/19880",0.0909090909090909,11.2954545454545,3.0765052894152,0.08507375872843,0.676495999807127,0.676495999807127,"KIF20B",1
"GO:0030496","midbody","4/160","209/19880",0.0191387559808612,2.37799043062201,1.80388949062113,0.0887085697583804,0.676495999807127,0.676495999807127,"KIF20B/DDX11/ZFYVE26/NUP62",4
"GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","1/160","12/19880",0.0833333333333333,10.3541666666667,2.919593942202,0.0924414268850284,0.676495999807127,0.676495999807127,"ATP6V1D",1
"GO:0030877","beta-catenin destruction complex","1/160","12/19880",0.0833333333333333,10.3541666666667,2.919593942202,0.0924414268850284,0.676495999807127,0.676495999807127,"AXIN2",1
"GO:0033180","proton-transporting V-type ATPase, V1 domain","1/160","12/19880",0.0833333333333333,10.3541666666667,2.919593942202,0.0924414268850284,0.676495999807127,0.676495999807127,"ATP6V1D",1
"GO:0005662","DNA replication factor A complex","1/160","13/19880",0.0769230769230769,9.55769230769231,2.78013573774462,0.0997501329298438,0.676495999807127,0.676495999807127,"RPA2",1
"GO:0030126","COPI vesicle coat","1/160","13/19880",0.0769230769230769,9.55769230769231,2.78013573774462,0.0997501329298438,0.676495999807127,0.676495999807127,"TMED3",1
"GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","1/160","13/19880",0.0769230769230769,9.55769230769231,2.78013573774462,0.0997501329298438,0.676495999807127,0.676495999807127,"ATP6V1D",1
