"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033688","regulation of osteoblast proliferation","4/149","31/18805",0.129032258064516,16.2849101537129,7.61157128966513,0.000100838258305221,0.0692043991378272,0.0646973572774869,"SMAD3/SOX8/AXIN2/ATRAID",4
"GO:0001657","ureteric bud development","6/149","100/18805",0.06,7.57248322147651,5.88924495740996,0.000144545826025228,0.0692043991378272,0.0646973572774869,"PBX1/ILK/SMAD3/SOX8/LHX1/EPCAM",6
"GO:0072163","mesonephric epithelium development","6/149","101/18805",0.0594059405940594,7.49750814007575,5.85125817850912,0.000152682452007598,0.0692043991378272,0.0646973572774869,"PBX1/ILK/SMAD3/SOX8/LHX1/EPCAM",6
"GO:0072164","mesonephric tubule development","6/149","101/18805",0.0594059405940594,7.49750814007575,5.85125817850912,0.000152682452007598,0.0692043991378272,0.0646973572774869,"PBX1/ILK/SMAD3/SOX8/LHX1/EPCAM",6
"GO:0033687","osteoblast proliferation","4/149","36/18805",0.111111111111111,14.0231170768084,6.98963692486765,0.000183061305339667,0.0692043991378272,0.0646973572774869,"SMAD3/SOX8/AXIN2/ATRAID",4
"GO:0001823","mesonephros development","6/149","105/18805",0.0571428571428571,7.21188878235858,5.70435449444722,0.000188925799589052,0.0692043991378272,0.0646973572774869,"PBX1/ILK/SMAD3/SOX8/LHX1/EPCAM",6
"GO:0033689","negative regulation of osteoblast proliferation","3/149","15/18805",0.2,25.241610738255,8.39368567154525,0.000206844916295811,0.0692043991378272,0.0646973572774869,"SMAD3/AXIN2/ATRAID",3
"GO:0006163","purine nucleotide metabolic process","12/149","448/18805",0.0267857142857143,3.38057286673058,4.55752039972464,0.000241140659374965,0.070593928032021,0.0659963909868325,"AK4/GUCY2C/IDH2/NDUFAB1/VPS9D1/STAT3/NDUFS7/PDE4C/FKRP/ADCY3/MDH1/DGUOK",12
"GO:0035264","multicellular organism growth","7/149","160/18805",0.04375,5.52160234899329,5.13310504902218,0.000289026154456258,0.0752110281929507,0.0703127954700604,"ZMPSTE24/ADRB1/TTC8/KAT2A/STAT5B/STAT3/SOS1",7
"GO:0023019","signal transduction involved in regulation of gene expression","3/149","23/18805",0.130434782608696,16.4619200466881,6.63079211010128,0.000768546092483978,0.151762989391775,0.141879193642362,"SMAD3/IRF3/EPCAM",3
"GO:0046599","regulation of centriole replication","3/149","23/18805",0.130434782608696,16.4619200466881,6.63079211010128,0.000768546092483978,0.151762989391775,0.141879193642362,"KAT2A/BRCA1/NUP62",3
"GO:0045444","fat cell differentiation","8/149","252/18805",0.0317460317460317,4.0066048790881,4.29416319123842,0.000913851536980675,0.151762989391775,0.141879193642362,"ADRB1/TTC8/SMAD3/SOX8/AXIN2/FFAR2/ASXL2/ZFP36L2",8
"GO:0046605","regulation of centrosome cycle","4/149","56/18805",0.0714285714285714,9.01486097794823,5.36796828875862,0.0010097062536504,0.151762989391775,0.141879193642362,"CDK11A/KAT2A/BRCA1/NUP62",4
"GO:0006164","purine nucleotide biosynthetic process","7/149","198/18805",0.0353535353535354,4.46190088807538,4.37641033938917,0.00102771824313034,0.151762989391775,0.141879193642362,"AK4/GUCY2C/NDUFAB1/VPS9D1/NDUFS7/ADCY3/DGUOK",7
"GO:0010001","glial cell differentiation","8/149","259/18805",0.0308880308880309,3.89831826073437,4.19739476310066,0.00108972775000916,0.151762989391775,0.141879193642362,"ROR1/GPR37L1/ILK/SOX8/STAT3/LGI4/FKRP/SOS1",8
"GO:0009060","aerobic respiration","7/149","201/18805",0.0348258706467662,4.39530535243247,4.32496592655503,0.00112143644210684,0.151762989391775,0.141879193642362,"AK4/IDH2/NDUFAB1/NDUFS7/COX7A2L/MDH1/DGUOK",7
"GO:0060993","kidney morphogenesis","5/149","99/18805",0.0505050505050505,6.37414412582198,4.79121247151582,0.00114861394790177,0.151762989391775,0.141879193642362,"ZMPSTE24/PBX1/ILK/SOX8/LHX1",5
"GO:0001658","branching involved in ureteric bud morphogenesis","4/149","61/18805",0.0655737704918033,8.27593794696886,5.08664881982176,0.0013914271348895,0.151762989391775,0.141879193642362,"PBX1/ILK/SOX8/LHX1",4
