"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046599","regulation of centriole replication","3/83","23/18805",0.130434782608696,29.5521215295966,9.1226167556778,0.000137761530682921,0.159864586712438,0.150936377085322,"KAT2A/BRCA1/NUP62",3
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","3/83","29/18805",0.103448275862069,23.4378894889904,8.05132786636579,0.000278857112720554,0.159864586712438,0.150936377085322,"SHKBP1/NUP62/SOS1",3
"GO:1901186","positive regulation of ERBB signaling pathway","3/83","31/18805",0.0967741935483871,21.9257675864749,7.76375612060634,0.000340862658235475,0.159864586712438,0.150936377085322,"SHKBP1/NUP62/SOS1",3
"GO:0006163","purine nucleotide metabolic process","8/83","448/18805",0.0178571428571429,4.04582616179002,4.34441508198283,0.000806679898535004,0.194266277866985,0.183416782754,"AK4/GUCY2C/IDH2/STAT3/NDUFS7/FKRP/ADCY3/DGUOK",8
"GO:0007099","centriole replication","3/83","43/18805",0.0697674418604651,15.8069487251331,6.47214563971175,0.000900824137725764,0.194266277866985,0.183416782754,"KAT2A/BRCA1/NUP62",3
"GO:0010824","regulation of centrosome duplication","3/83","47/18805",0.0638297872340425,14.4616764932069,6.15237586369009,0.00116867703797107,0.194266277866985,0.183416782754,"KAT2A/BRCA1/NUP62",3
"GO:0010826","negative regulation of centrosome duplication","2/83","12/18805",0.166666666666667,37.7610441767068,8.48141769374264,0.00123435475289435,0.194266277866985,0.183416782754,"KAT2A/BRCA1",2
"GO:0046606","negative regulation of centrosome cycle","2/83","12/18805",0.166666666666667,37.7610441767068,8.48141769374264,0.00123435475289435,0.194266277866985,0.183416782754,"KAT2A/BRCA1",2
"GO:0098534","centriole assembly","3/83","48/18805",0.0625,14.1603915662651,6.07849113539262,0.00124264143624937,0.194266277866985,0.183416782754,"KAT2A/BRCA1/NUP62",3
"GO:0006164","purine nucleotide biosynthetic process","5/83","198/18805",0.0252525252525253,5.72137032980406,4.44683002957834,0.00183805325526886,0.230144206867326,0.217290980485966,"AK4/GUCY2C/NDUFS7/ADCY3/DGUOK",5
"GO:0046605","regulation of centrosome cycle","3/83","56/18805",0.0535714285714286,12.1374784853701,5.55750528107564,0.00194170459514813,0.230144206867326,0.217290980485966,"KAT2A/BRCA1/NUP62",3
"GO:0009060","aerobic respiration","5/83","201/18805",0.0248756218905473,5.63597674279206,4.39971108678009,0.00196285037839937,0.230144206867326,0.217290980485966,"AK4/IDH2/NDUFS7/COX7A2L/DGUOK",5
"GO:0042058","regulation of epidermal growth factor receptor signaling pathway","3/83","67/18805",0.0447761194029851,10.1447581370257,4.99270670908352,0.00324084346745439,0.252811333745065,0.238692180590485,"SHKBP1/NUP62/SOS1",3
"GO:0009165","nucleotide biosynthetic process","5/83","234/18805",0.0213675213675214,4.84115950983421,3.93677571483496,0.00377666132759997,0.252811333745065,0.238692180590485,"AK4/GUCY2C/NDUFS7/ADCY3/DGUOK",5
"GO:0009190","cyclic nucleotide biosynthetic process","2/83","21/18805",0.0952380952380952,21.5777395295468,6.28204900980853,0.0038275843595129,0.252811333745065,0.238692180590485,"GUCY2C/ADCY3",2
"GO:0034612","response to tumor necrosis factor","5/83","241/18805",0.020746887966805,4.70054491826226,3.84969629041484,0.00427847028044449,0.252811333745065,0.238692180590485,"ADAMTS7/KAT2A/BRCA1/MAP4K3/ZFP36L2",5
"GO:1901184","regulation of ERBB signaling pathway","3/83","74/18805",0.0405405405405405,9.18511885379355,4.69730126612506,0.00428955138875842,0.252811333745065,0.238692180590485,"SHKBP1/NUP62/SOS1",3
"GO:0042063","gliogenesis","6/83","348/18805",0.0172413793103448,3.90631491483174,3.64367626404169,0.00439455418446023,0.252811333745065,0.238692180590485,"ROR1/BMERB1/STAT3/LGI4/FKRP/SOS1",6
"GO:0006119","oxidative phosphorylation","4/83","151/18805",0.0264900662251656,6.0017553658342,4.10878088050072,0.00449226476633492,0.252811333745065,0.238692180590485,"AK4/NDUFS7/COX7A2L/DGUOK",4
"GO:0009150","purine ribonucleotide metabolic process","6/83","350/18805",0.0171428571428571,3.88399311531842,3.62626270742355,0.00451794873944375,0.252811333745065,0.238692180590485,"AK4/GUCY2C/STAT3/NDUFS7/FKRP/ADCY3",6
"GO:0023019","signal transduction involved in regulation of gene expression","2/83","23/18805",0.0869565217391304,19.7014143530644,5.97524200628285,0.0045850456678891,0.252811333745065,0.238692180590485,"IRF3/EPCAM",2
"GO:0045333","cellular respiration","5/83","245/18805",0.0204081632653061,4.62380132776002,3.80142549452376,0.00458572091363571,0.252811333745065,0.238692180590485,"AK4/IDH2/NDUFS7/COX7A2L/DGUOK",5
"GO:0051298","centrosome duplication","3/83","76/18805",0.0394736842105263,8.94340519974635,4.62002435660236,0.00462264444859766,0.252811333745065,0.238692180590485,"KAT2A/BRCA1/NUP62",3
"GO:0009152","purine ribonucleotide biosynthetic process","4/83","157/18805",0.0254777070063694,5.77238891873225,3.99813607948628,0.00515455579139318,0.252811333745065,0.238692180590485,"AK4/GUCY2C/NDUFS7/ADCY3",4
"GO:0035264","multicellular organism growth","4/83","160/18805",0.025,5.66415662650602,3.94493607776502,0.00550900847969686,0.252811333745065,0.238692180590485,"ADRB1/KAT2A/STAT3/SOS1",4
"GO:0006091","generation of precursor metabolites and energy","7/83","484/18805",0.0144628099173554,3.27678482525142,3.37876610381664,0.00552869977457876,0.252811333745065,0.238692180590485,"AK4/IDH2/STAT3/NDUFS7/FKRP/COX7A2L/DGUOK",7
"GO:0051494","negative regulation of cytoskeleton organization","4/83","162/18805",0.0246913580246914,5.59422876691953,3.91021170405651,0.00575415819813392,0.252811333745065,0.238692180590485,"CAPZA1/BMERB1/KAT2A/BRCA1",4
"GO:0010001","glial cell differentiation","5/83","259/18805",0.0193050193050193,4.37386612085407,3.6403290934802,0.00578530682863465,0.252811333745065,0.238692180590485,"ROR1/STAT3/LGI4/FKRP/SOS1",5
"GO:0002082","regulation of oxidative phosphorylation","2/83","26/18805",0.0769230769230769,17.4281742354032,5.58120263106423,0.00583963983914474,0.252811333745065,0.238692180590485,"AK4/COX7A2L",2
"GO:0009144","purine nucleoside triphosphate metabolic process","5/83","261/18805",0.0191570881226054,4.3403499053686,3.61824985501065,0.0059731314667653,0.252811333745065,0.238692180590485,"AK4/STAT3/NDUFS7/FKRP/DGUOK",5
"GO:0009259","ribonucleotide metabolic process","6/83","371/18805",0.0161725067385445,3.6641444484136,3.45082534068648,0.00597322060966906,0.252811333745065,0.238692180590485,"AK4/GUCY2C/STAT3/NDUFS7/FKRP/ADCY3",6
"GO:0008344","adult locomotory behavior","3/83","84/18805",0.0357142857142857,8.09165232358003,4.33721153422829,0.00610944730423566,0.252811333745065,0.238692180590485,"NTAN1/LGI4/FKRP",3
"GO:0097009","energy homeostasis","3/83","84/18805",0.0357142857142857,8.09165232358003,4.33721153422829,0.00610944730423566,0.252811333745065,0.238692180590485,"ADRB1/SLC12A3/STAT3",3
"GO:0072522","purine-containing compound biosynthetic process","5/83","264/18805",0.0189393939393939,4.29102774735305,3.585543348588,0.00626288279948152,0.252811333745065,0.238692180590485,"AK4/GUCY2C/NDUFS7/ADCY3/DGUOK",5
"GO:2000737","negative regulation of stem cell differentiation","2/83","27/18805",0.0740740740740741,16.7826863007586,5.46419495779844,0.00628883914788718,0.252811333745065,0.238692180590485,"STAT3/ZFP36L2",2
"GO:0019693","ribose phosphate metabolic process","6/83","379/18805",0.0158311345646438,3.58680102997743,3.38731155611762,0.00660896778895755,0.258300491085091,0.243874776305977,"AK4/GUCY2C/STAT3/NDUFS7/FKRP/ADCY3",6
"GO:0009260","ribonucleotide biosynthetic process","4/83","173/18805",0.023121387283237,5.23852635977436,3.72903319365346,0.00723334000377539,0.275062415819243,0.259700571401552,"AK4/GUCY2C/NDUFS7/ADCY3",4
"GO:0009141","nucleoside triphosphate metabolic process","5/83","277/18805",0.0180505415162455,4.08964377365056,3.44922932684936,0.00763349199106332,0.278783185466145,0.263213541359574,"AK4/STAT3/NDUFS7/FKRP/DGUOK",5
"GO:1900017","positive regulation of cytokine production involved in inflammatory response","2/83","30/18805",0.0666666666666667,15.1044176706827,5.1477074993402,0.00772746569522363,0.278783185466145,0.263213541359574,"STAT3/IRF3",2
"GO:0046390","ribose phosphate biosynthetic process","4/83","180/18805",0.0222222222222222,5.03480589022758,3.62158601970829,0.00829452798384763,0.291760021831841,0.275465639884624,"AK4/GUCY2C/NDUFS7/ADCY3",4
"GO:0010575","positive regulation of vascular endothelial growth factor production","2/83","32/18805",0.0625,14.1603915662651,4.96095179743779,0.00876101704224126,0.293494070915082,0.277102844794699,"STAT3/BRCA1",2
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/83","32/18805",0.0625,14.1603915662651,4.96095179743779,0.00876101704224126,0.293494070915082,0.277102844794699,"PEA15/BRCA1",2
"GO:0042773","ATP synthesis coupled electron transport","3/83","101/18805",0.0297029702970297,6.72969104139329,3.84425945667763,0.0101290090567871,0.323084194471689,0.305040402067311,"NDUFS7/COX7A2L/DGUOK",3
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","3/83","101/18805",0.0297029702970297,6.72969104139329,3.84425945667763,0.0101290090567871,0.323084194471689,0.305040402067311,"NDUFS7/COX7A2L/DGUOK",3
"GO:1903715","regulation of aerobic respiration","2/83","35/18805",0.0571428571428571,12.9466437177281,4.71016200520601,0.010420304789053,0.323084194471689,0.305040402067311,"AK4/COX7A2L",2
"GO:0002021","response to dietary excess","2/83","36/18805",0.0555555555555556,12.5870147255689,4.63329859189544,0.011001916988443,0.323084194471689,0.305040402067311,"ADRB1/SLC12A3",2
"GO:0032637","interleukin-8 production","3/83","105/18805",0.0285714285714286,6.47332185886403,3.74466421818746,0.0112516883646857,0.323084194471689,0.305040402067311,"STAT3/C5AR2/ANXA4",3
"GO:0032677","regulation of interleukin-8 production","3/83","105/18805",0.0285714285714286,6.47332185886403,3.74466421818746,0.0112516883646857,0.323084194471689,0.305040402067311,"STAT3/C5AR2/ANXA4",3
"GO:0046031","ADP metabolic process","3/83","105/18805",0.0285714285714286,6.47332185886403,3.74466421818746,0.0112516883646857,0.323084194471689,0.305040402067311,"AK4/STAT3/FKRP",3
"GO:0006301","postreplication repair","2/83","37/18805",0.0540540540540541,12.2468251383914,4.55942267331081,0.0115975649431391,0.326355477499934,0.308128988594558,"SPRTN/BRCA1",2
"GO:0052652","cyclic purine nucleotide metabolic process","2/83","40/18805",0.05,11.328313253012,4.35384696399121,0.0134674064824753,0.358599319233402,0.338572057660983,"GUCY2C/ADCY3",2
"GO:1901293","nucleoside phosphate biosynthetic process","5/83","322/18805",0.015527950310559,3.51810970590436,3.03462057516372,0.0139790520645895,0.358599319233402,0.338572057660983,"AK4/GUCY2C/NDUFS7/ADCY3/DGUOK",5
"GO:0009187","cyclic nucleotide metabolic process","2/83","41/18805",0.0487804878048781,11.0520129297679,4.29012851171104,0.014117884922936,0.358599319233402,0.338572057660983,"GUCY2C/ADCY3",2
"GO:0009126","purine nucleoside monophosphate metabolic process","2/83","42/18805",0.0476190476190476,10.7888697647734,4.22857563843936,0.0147817471549071,0.358599319233402,0.338572057660983,"AK4/DGUOK",2
"GO:0014044","Schwann cell development","2/83","42/18805",0.0476190476190476,10.7888697647734,4.22857563843936,0.0147817471549071,0.358599319233402,0.338572057660983,"LGI4/SOS1",2
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","4/83","214/18805",0.0186915887850467,4.23488345906992,3.16885376124463,0.0148940128286971,0.358599319233402,0.338572057660983,"ROR1/STAT3/IRF3/NUP62",4
"GO:0009135","purine nucleoside diphosphate metabolic process","3/83","117/18805",0.0256410256410256,5.80939141180105,3.47447898043883,0.0150372138129145,0.358599319233402,0.338572057660983,"AK4/STAT3/FKRP",3
"GO:0009179","purine ribonucleoside diphosphate metabolic process","3/83","117/18805",0.0256410256410256,5.80939141180105,3.47447898043883,0.0150372138129145,0.358599319233402,0.338572057660983,"AK4/STAT3/FKRP",3
"GO:0022904","respiratory electron transport chain","3/83","117/18805",0.0256410256410256,5.80939141180105,3.47447898043883,0.0150372138129145,0.358599319233402,0.338572057660983,"NDUFS7/COX7A2L/DGUOK",3
"GO:0071356","cellular response to tumor necrosis factor","4/83","219/18805",0.0182648401826484,4.13819662210486,3.11026425058867,0.0160795551391846,0.377065568013879,0.356006992730719,"ADAMTS7/KAT2A/BRCA1/ZFP36L2",4
"GO:0062014","negative regulation of small molecule metabolic process","3/83","125/18805",0.024,5.43759036144578,3.31437639399944,0.0179141351049215,0.402659896570923,0.380171914467142,"KAT2A/STAT3/BRCA1",3
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","2/83","47/18805",0.0425531914893617,9.64111766213791,3.94924092602219,0.018297370654073,0.402659896570923,0.380171914467142,"SELL/PSG11",2
"GO:0022900","electron transport chain","3/83","127/18805",0.0236220472440945,5.35195901717105,3.2764950701834,0.0186779562754747,0.402659896570923,0.380171914467142,"NDUFS7/COX7A2L/DGUOK",3
"GO:0046034","ATP metabolic process","4/83","230/18805",0.0173913043478261,3.94028287061289,2.98728506496991,0.0188926125634815,0.402659896570923,0.380171914467142,"AK4/STAT3/NDUFS7/FKRP",4
"GO:0009185","ribonucleoside diphosphate metabolic process","3/83","128/18805",0.0234375,5.3101468373494,3.2578534052013,0.0190665772623905,0.402659896570923,0.380171914467142,"AK4/STAT3/FKRP",3
"GO:0015980","energy derivation by oxidation of organic compounds","5/83","352/18805",0.0142045454545455,3.21827081051479,2.79730906273899,0.0197691803934079,0.402659896570923,0.380171914467142,"AK4/IDH2/NDUFS7/COX7A2L/DGUOK",5
"GO:0014037","Schwann cell differentiation","2/83","49/18805",0.0408163265306122,9.24760265552004,3.84896272092845,0.0197928971358783,0.402659896570923,0.380171914467142,"LGI4/SOS1",2
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/83","49/18805",0.0408163265306122,9.24760265552004,3.84896272092845,0.0197928971358783,0.402659896570923,0.380171914467142,"PEA15/BRCA1",2
"GO:1902115","regulation of organelle assembly","4/83","236/18805",0.0169491525423729,3.84010618746171,2.92337392096,0.0205480166381272,0.402659896570923,0.380171914467142,"ATMIN/KAT2A/BRCA1/NUP62",4
