"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030863","cortical cytoskeleton","6/268","109/19880",0.055045871559633,4.08325345748323,3.77321784467562,0.00361266473218281,0.640613406133184,0.635796763981807,"EPB41/CAPZA1/CAPN2/SPTBN2/ACTN1/MISP",6
"GO:0005640","nuclear outer membrane","3/268","31/19880",0.0967741935483871,7.17862301396245,4.02445383920992,0.00824033734086265,0.640613406133184,0.635796763981807,"PSEN1/TRAPPC2B/RETSAT",3
"GO:0071014","post-mRNA release spliceosomal complex","2/268","11/19880",0.181818181818182,13.4871099050204,4.84254866063974,0.00919021643768377,0.640613406133184,0.635796763981807,"XAB2/GCFC2",2
"GO:0031965","nuclear membrane","10/268","312/19880",0.032051282051282,2.37753539992346,2.86688694456668,0.0100759033268062,0.640613406133184,0.635796763981807,"ZMPSTE24/PSEN1/SMAD3/NPIPA1/CTDNEP1/NUP62/TRAPPC2B/ANXA4/RETSAT/INPP4A",10
"GO:0072686","mitotic spindle","7/268","182/19880",0.0384615384615385,2.85304247990815,2.93571386796558,0.0119077792486368,0.640613406133184,0.635796763981807,"EPB41/KIF20B/GPX2/KAT2A/TUBB8B/MISP/NUP62",7
"GO:0005938","cell cortex","10/268","325/19880",0.0307692307692308,2.28243398392652,2.72490590494575,0.0131204112629688,0.640613406133184,0.635796763981807,"EPB41/CAPZA1/CAPN2/ILK/SPTBN2/ACTN1/PSEN1/AKT1/SEPTIN12/MISP",10
"GO:0000800","lateral element","2/268","14/19880",0.142857142857143,10.5970149253731,4.19902726000364,0.0148066857876663,0.640613406133184,0.635796763981807,"BRCA2/BRCA1",2
"GO:0032156","septin cytoskeleton","2/268","15/19880",0.133333333333333,9.89054726368159,4.02655431266023,0.0169342350857159,0.640613406133184,0.635796763981807,"MAPK6/SEPTIN12",2
"GO:1990204","oxidoreductase complex","6/268","153/19880",0.0392156862745098,2.90898448931812,2.77090294620925,0.0177121360874358,0.640613406133184,0.635796763981807,"P4HA1/CAT/NDUFAB1/KAT2A/NDUFS7/COX7A2L",6
"GO:0001741","XY body","2/268","16/19880",0.125,9.27238805970149,3.86955709234017,0.0191832285788918,0.640613406133184,0.635796763981807,"BRCA1/DNMT3A",2
